source_file,duration_s,sr,active_s,n_cycles,n_validated,n_rejected,valley_med_cm,peak_med_cm,gap_med_cm,hub_x_cm,hub_y_cm,nose_deg,time_lying_s,time_sitting_s,time_standing_s,time_walking_s,distance_walked_m,n_steps_walking,n_walking_bouts,mean_stride_m,n_sts,s1_tilt_med_deg,s1_tilt_p90_deg
DATA_20260318_005203.BIN,442.94,90.91,0.00,0,0,0,nan,nan,nan,0.002,0.009,0.00,0.0,0.0,442.9,0.0,0.0,0,0,0.000,0,0.02,0.04
DATA_20260318_021433.BIN,670.35,90.91,0.00,0,0,0,nan,nan,nan,-0.000,0.038,0.00,0.0,0.0,670.4,0.0,0.0,0,0,0.000,0,0.04,0.05
DATA_20260318_022808.BIN,500.59,90.91,0.00,0,0,0,nan,nan,nan,0.020,0.047,0.00,0.0,0.0,500.6,0.0,0.0,0,0,0.000,0,0.03,0.04
DATA_20260318_041208.BIN,994.66,90.91,0.00,0,0,0,nan,nan,nan,-0.013,0.124,0.00,0.0,0.0,994.7,0.0,0.0,0,0,0.000,0,0.07,0.12
DATA_20260318_095643.BIN,185.01,90.91,49.54,27,27,0,24.290,31.824,7.534,-26.631,9.398,0.00,6.6,115.5,51.5,11.5,40.2,23,4,1.298,1,22.85,30.31
DATA_20260318_100000.BIN,3592.03,90.91,794.95,89,89,0,2.436,13.222,10.787,18.690,-36.206,-81.83,592.0,258.7,2716.6,24.7,225.5,48,21,1.274,8,10.38,86.43
DATA_20260318_110000.BIN,3586.20,90.91,910.93,122,122,0,4.409,23.734,19.326,11.704,5.671,-93.14,2284.1,1024.8,200.5,76.8,413.7,162,29,1.293,11,63.92,74.52
DATA_20260318_120000.BIN,3585.56,90.91,2457.03,365,365,0,3.598,17.542,13.944,-2.880,7.420,-105.73,1599.4,1649.3,137.5,199.4,769.0,404,49,1.273,38,57.44,70.58
DATA_20260318_130000.BIN,3584.53,90.91,819.37,124,124,0,32.579,43.746,11.167,-41.897,-2.079,55.82,2372.0,452.1,702.4,58.0,372.9,115,34,1.273,10,65.44,115.93
DATA_20260318_140000.BIN,3584.00,90.91,1224.21,159,159,0,3.436,15.200,11.765,-1.420,3.939,166.05,1052.1,303.2,2190.6,38.2,319.2,75,27,1.277,11,11.05,83.28
DATA_20260318_150000.BIN,3583.78,90.91,279.47,48,48,0,2.463,13.472,11.009,0.877,12.185,-178.13,107.8,2057.5,1365.2,53.4,129.6,105,10,1.283,9,37.73,45.39
DATA_20260318_160000.BIN,2108.40,90.91,257.64,33,33,0,4.151,24.799,20.647,-9.051,0.807,-124.82,1766.3,219.0,108.4,14.6,101.9,29,9,1.289,3,101.99,119.03
DATA_20260318_193809.BIN,178.37,90.91,0.00,0,0,0,nan,nan,nan,0.046,-0.024,0.00,0.0,0.0,178.4,0.0,0.0,0,0,0.000,0,0.08,0.10
