source_file,duration_s,sr,active_s,n_cycles,n_validated,n_rejected,valley_med_cm,peak_med_cm,gap_med_cm,hub_x_cm,hub_y_cm,nose_deg,time_lying_s,time_sitting_s,time_standing_s,time_walking_s,distance_walked_m,n_steps_walking,n_walking_bouts,mean_stride_m,n_sts,s1_tilt_med_deg,s1_tilt_p90_deg
DATA_20260314_000000.BIN,3592.62,90.91,0.00,0,0,0,nan,nan,nan,0.139,0.102,0.00,0.0,0.0,3592.6,0.0,0.0,0,0,0.000,0,0.20,0.25
DATA_20260314_010000.BIN,2696.31,90.91,0.00,0,0,0,nan,nan,nan,-0.016,-0.011,0.00,0.0,0.0,2696.3,0.0,0.0,0,0,0.000,0,0.02,0.09
DATA_20260314_020000.BIN,595.94,90.91,0.00,0,0,0,nan,nan,nan,-0.092,-0.043,0.00,0.0,0.0,595.9,0.0,0.0,0,0,0.000,0,0.13,0.15
DATA_20260314_031750.BIN,2446.77,90.91,0.00,0,0,0,nan,nan,nan,-0.035,0.010,0.00,0.0,0.0,2446.8,0.0,0.0,0,0,0.000,0,0.10,0.14
DATA_20260314_040000.BIN,3594.28,90.91,0.00,0,0,0,nan,nan,nan,0.051,0.024,0.00,0.0,0.0,3594.3,0.0,0.0,0,0,0.000,0,0.07,0.12
DATA_20260314_050000.BIN,1502.74,90.91,0.00,0,0,0,nan,nan,nan,0.018,0.009,0.00,0.0,0.0,1502.7,0.0,0.0,0,0,0.000,0,0.03,0.07
DATA_20260314_060708.BIN,3167.90,90.91,1371.39,178,178,0,47.513,57.260,9.747,-35.103,8.603,0.00,1464.6,1506.2,113.8,83.3,401.6,171,31,1.283,19,58.06,95.14
DATA_20260314_070000.BIN,3587.60,90.91,1883.53,160,160,0,7.453,20.218,12.765,10.073,5.814,-83.29,815.7,1516.6,1146.5,108.9,284.1,212,23,1.268,41,35.30,84.60
DATA_20260314_080000.BIN,3587.16,90.91,2123.68,278,278,0,3.350,16.637,13.287,0.363,-9.790,165.03,423.8,2251.9,749.8,161.6,412.6,321,43,1.266,43,40.32,61.34
DATA_20260314_090000.BIN,3586.96,90.91,1707.02,252,252,0,2.544,12.500,9.956,22.456,20.301,120.22,1125.5,1263.6,1090.6,107.2,712.4,220,62,1.281,22,39.90,82.01
DATA_20260314_100000.BIN,3587.35,90.91,1661.04,277,277,0,3.263,15.686,12.423,-12.482,12.392,170.83,1043.3,718.9,1693.1,132.0,827.4,257,61,1.277,24,23.75,84.55
DATA_20260314_110000.BIN,3586.04,90.91,834.26,150,150,0,3.471,16.744,13.273,-3.071,-7.788,-39.87,353.7,1308.6,1857.5,66.2,472.1,135,34,1.266,20,21.75,52.68
DATA_20260314_120000.BIN,3586.54,90.91,591.51,130,130,0,2.963,10.245,7.282,36.893,-0.887,25.22,478.5,2627.4,457.9,22.8,389.2,49,31,1.276,7,27.12,76.43
DATA_20260314_130000.BIN,909.66,90.91,387.49,67,67,0,4.474,14.557,10.083,7.918,-20.697,-8.73,261.4,195.7,442.2,10.4,121.8,24,12,1.230,6,22.48,89.12
