source_file,duration_s,sr,active_s,n_cycles,n_validated,n_rejected,valley_med_cm,peak_med_cm,gap_med_cm,hub_x_cm,hub_y_cm,nose_deg,time_lying_s,time_sitting_s,time_standing_s,time_walking_s,distance_walked_m,n_steps_walking,n_walking_bouts,mean_stride_m,n_sts,s1_tilt_med_deg,s1_tilt_p90_deg
DATA_20260319_003117.BIN,1637.48,90.91,0.00,0,0,0,nan,nan,nan,-0.015,-0.005,0.00,0.0,0.0,1637.5,0.0,0.0,0,0,0.000,0,0.02,0.05
DATA_20260319_010000.BIN,3582.36,90.91,0.00,0,0,0,nan,nan,nan,-0.004,-0.001,0.00,0.0,0.0,3582.4,0.0,0.0,0,0,0.000,0,0.03,0.18
DATA_20260319_020000.BIN,3575.46,90.91,0.00,0,0,0,nan,nan,nan,0.002,0.070,0.00,0.0,0.0,3575.5,0.0,0.0,0,0,0.000,0,0.07,0.11
DATA_20260319_030000.BIN,3575.08,90.91,0.00,0,0,0,nan,nan,nan,0.023,-0.102,0.00,0.0,0.0,3575.1,0.0,0.0,0,0,0.000,0,0.14,0.22
DATA_20260319_040000.BIN,3574.96,90.91,0.00,0,0,0,nan,nan,nan,0.030,-0.173,0.00,0.0,0.0,3575.0,0.0,0.0,0,0,0.000,0,0.26,0.31
DATA_20260319_050000.BIN,887.96,90.91,0.00,0,0,0,nan,nan,nan,-0.012,-0.013,0.00,0.0,0.0,888.0,0.0,0.0,0,0,0.000,0,0.03,0.06
DATA_20260319_070000.BIN,3589.37,90.91,1994.28,251,251,0,7.171,15.517,8.345,-46.546,-0.044,-2.18,1774.8,1080.5,442.2,291.9,1155.6,527,62,1.287,38,58.41,92.96
DATA_20260319_080009.BIN,3574.18,90.91,1701.02,193,193,0,23.287,31.277,7.990,-25.845,-12.976,0.00,1409.7,1653.6,357.5,153.4,586.2,288,45,1.283,28,55.33,90.87
DATA_20260319_090000.BIN,3586.83,90.91,1722.07,118,118,0,5.761,16.843,11.082,4.904,-43.136,-84.97,2412.1,272.9,853.9,47.9,341.6,96,28,1.261,13,72.78,90.69
DATA_20260319_100000.BIN,3583.91,90.91,774.93,130,130,0,2.269,12.032,9.763,-39.615,-23.715,68.58,0.0,3358.8,150.4,74.8,167.2,143,12,1.276,19,52.17,56.23
DATA_20260319_110000.BIN,3586.02,90.91,2796.16,201,201,0,7.401,30.200,22.798,8.047,31.013,84.92,577.9,2138.1,561.2,308.9,1088.7,561,80,1.273,68,38.33,71.92
DATA_20260319_120000.BIN,3583.87,90.91,2283.93,177,177,0,9.084,43.452,34.368,-4.002,-27.664,93.37,531.1,1841.6,941.6,269.6,646.6,528,49,1.278,63,41.66,65.12
DATA_20260319_130000.BIN,1731.20,90.91,396.42,70,70,0,3.582,18.727,15.145,-4.907,-4.792,-76.43,95.5,737.0,856.3,42.4,145.0,88,11,1.250,8,22.19,50.06
DATA_20260319_213859.BIN,1230.97,90.91,0.00,0,0,0,nan,nan,nan,0.030,0.056,0.00,0.0,0.0,1231.0,0.0,0.0,0,0,0.000,0,0.04,0.07
DATA_20260319_220000.BIN,1604.75,90.91,0.00,0,0,0,nan,nan,nan,0.012,0.011,0.00,0.0,0.0,1604.7,0.0,0.0,0,0,0.000,0,0.02,0.04
