source_file,duration_s,sr,active_s,n_cycles,n_validated,n_rejected,valley_med_cm,peak_med_cm,gap_med_cm,hub_x_cm,hub_y_cm,nose_deg,time_lying_s,time_sitting_s,time_standing_s,time_walking_s,distance_walked_m,n_steps_walking,n_walking_bouts,mean_stride_m,n_sts,s1_tilt_med_deg,s1_tilt_p90_deg
DATA_20260316_070000.BIN,3556.94,90.91,2543.71,264,264,0,2.692,9.448,6.756,13.732,1.910,-107.54,2557.0,646.6,306.3,47.0,296.0,81,31,1.254,14,85.52,103.11
DATA_20260316_080000.BIN,3552.32,90.91,2581.50,162,162,0,3.775,10.143,6.368,-2.892,-4.515,6.23,1623.6,1333.6,571.6,23.6,157.7,36,17,1.271,9,45.62,95.31
DATA_20260316_090000.BIN,3552.43,90.91,2392.30,213,213,0,3.450,11.109,7.660,10.722,-7.670,70.24,2121.3,1015.7,408.9,6.6,20.7,14,3,1.294,16,65.80,97.83
DATA_20260316_100000.BIN,3551.85,90.91,2039.31,305,305,0,2.515,10.533,8.018,0.902,-4.262,-118.57,2399.5,803.6,240.0,108.7,453.9,172,37,1.275,17,66.77,116.15
DATA_20260316_110000.BIN,3552.32,90.91,1573.92,232,232,0,2.669,12.215,9.546,4.566,-10.372,-61.98,868.2,1304.8,1335.1,44.1,123.3,76,14,1.245,9,29.99,65.36
DATA_20260316_120000.BIN,3551.87,90.91,2238.26,272,272,0,3.586,12.886,9.300,-0.629,6.075,6.27,1308.6,1036.9,1120.7,85.7,224.5,156,27,1.254,14,49.28,90.47
DATA_20260316_130000.BIN,3550.13,90.91,1927.86,222,222,0,2.812,9.757,6.945,-13.438,6.404,38.12,2541.6,113.7,894.9,0.0,216.3,0,21,1.280,0,74.43,133.52
DATA_20260316_140000.BIN,3551.14,90.91,533.37,58,58,0,1.364,8.191,6.827,-1.009,2.573,37.04,3505.5,24.5,10.0,11.2,75.8,22,9,1.285,1,116.84,130.73
DATA_20260316_150000.BIN,3548.83,90.91,1129.52,114,114,0,4.168,16.014,11.846,28.042,1.789,-109.48,664.3,1397.7,1455.0,31.9,99.6,55,10,1.261,9,25.08,96.53
DATA_20260316_160000.BIN,2997.40,90.91,1257.15,100,100,0,6.293,19.933,13.640,24.708,11.875,-83.09,2374.9,467.7,121.6,33.1,327.2,54,24,1.263,8,96.73,104.94
DATA_20260316_200000.BIN,1821.39,90.91,0.00,0,0,0,nan,nan,nan,0.028,-0.014,0.00,0.0,0.0,1821.4,0.0,0.0,0,0,0.000,0,0.05,0.07
DATA_20260316_203122.BIN,1688.04,90.91,0.00,0,0,0,nan,nan,nan,-0.047,0.038,0.00,0.0,0.0,1688.0,0.0,0.0,0,0,0.000,0,0.04,0.05
DATA_20260316_210000.BIN,2054.16,90.91,0.00,0,0,0,nan,nan,nan,-0.011,-0.003,0.00,0.0,0.0,2054.2,0.0,0.0,0,0,0.000,0,0.02,0.03
DATA_20260316_213841.BIN,1255.08,90.91,0.00,0,0,0,nan,nan,nan,-0.255,-0.076,0.00,0.0,0.0,1255.1,0.0,0.0,0,0,0.000,0,0.06,0.07
DATA_20260316_220000.BIN,634.72,90.91,0.00,0,0,0,nan,nan,nan,0.003,0.013,0.00,0.0,0.0,634.7,0.0,0.0,0,0,0.000,0,0.01,0.02
DATA_20260316_221121.BIN,2868.11,90.91,0.00,0,0,0,nan,nan,nan,-0.065,0.062,0.00,0.0,0.0,2868.1,0.0,0.0,0,0,0.000,0,0.07,0.08
DATA_20260316_230000.BIN,874.09,90.91,0.00,0,0,0,nan,nan,nan,0.003,-0.012,0.00,0.0,0.0,874.1,0.0,0.0,0,0,0.000,0,0.02,0.03
DATA_20260316_232751.BIN,1895.32,90.91,0.00,0,0,0,nan,nan,nan,0.199,0.076,0.00,0.0,0.0,1895.3,0.0,0.0,0,0,0.000,0,0.14,0.16
