source_file,duration_s,sr,active_s,n_cycles,n_validated,n_rejected,valley_med_cm,peak_med_cm,gap_med_cm,hub_x_cm,hub_y_cm,nose_deg,time_lying_s,time_sitting_s,time_standing_s,time_walking_s,distance_walked_m,n_steps_walking,n_walking_bouts,mean_stride_m,n_sts,s1_tilt_med_deg,s1_tilt_p90_deg
DATA_20260315_004834.BIN,576.27,90.91,0.00,0,0,0,nan,nan,nan,-0.129,-0.101,0.00,0.0,0.0,576.3,0.0,0.0,0,0,0.000,0,0.04,0.05
DATA_20260315_013833.BIN,555.40,90.91,0.00,0,0,0,nan,nan,nan,-0.098,-0.107,0.00,0.0,0.0,555.4,0.0,0.0,0,0,0.000,0,0.05,0.06
DATA_20260315_022424.BIN,128.04,90.91,0.00,0,0,0,nan,nan,nan,-0.113,0.022,0.00,0.0,0.0,128.0,0.0,0.0,0,0,0.000,0,0.08,0.09
DATA_20260315_040000.BIN,189.95,90.91,0.00,0,0,0,nan,nan,nan,-0.009,0.008,0.00,0.0,0.0,189.9,0.0,0.0,0,0,0.000,0,0.01,0.02
DATA_20260315_040511.BIN,245.30,90.91,0.00,0,0,0,nan,nan,nan,0.074,0.001,0.00,0.0,0.0,245.3,0.0,0.0,0,0,0.000,0,0.08,0.10
DATA_20260315_043809.BIN,713.90,90.91,0.00,0,0,0,nan,nan,nan,-0.100,-0.055,0.00,0.0,0.0,713.9,0.0,0.0,0,0,0.000,0,0.06,0.08
DATA_20260315_070000.BIN,3554.82,90.91,1013.58,84,84,0,9.249,19.852,10.602,22.220,-7.265,-110.52,2823.1,458.6,259.4,13.8,64.5,20,8,1.266,6,131.58,142.75
DATA_20260315_080000.BIN,3551.25,90.91,1072.85,182,182,0,1.758,6.476,4.718,12.195,0.415,-94.76,1861.8,5.8,1683.6,0.0,52.7,0,6,1.286,0,77.03,139.46
DATA_20260315_090000.BIN,3551.55,90.91,831.45,145,145,0,1.075,4.886,3.811,-1.598,-2.018,56.36,742.6,2719.3,72.7,16.9,145.4,24,15,1.253,4,41.88,79.51
DATA_20260315_100000.BIN,3551.38,90.91,704.73,106,106,0,1.427,5.738,4.311,-2.235,-0.768,85.19,1964.2,383.8,1186.2,17.1,106.5,24,8,1.283,2,74.46,116.04
