source_file,duration_s,sr,active_s,n_cycles,n_validated,n_rejected,valley_med_cm,peak_med_cm,gap_med_cm,hub_x_cm,hub_y_cm,nose_deg,time_lying_s,time_sitting_s,time_standing_s,time_walking_s,distance_walked_m,n_steps_walking,n_walking_bouts,mean_stride_m,n_sts,s1_tilt_med_deg,s1_tilt_p90_deg
DATA_20260319_000000.BIN,1108.47,90.91,0.00,0,0,0,nan,nan,nan,0.010,-0.034,0.00,0.0,0.0,1108.5,0.0,0.0,0,0,0.000,0,0.04,0.07
DATA_20260319_002041.BIN,2315.32,90.91,0.00,0,0,0,nan,nan,nan,-0.062,-0.001,0.00,0.0,0.0,2315.3,0.0,0.0,0,0,0.000,0,0.05,0.07
DATA_20260319_010000.BIN,1450.08,90.91,0.00,0,0,0,nan,nan,nan,0.004,0.037,0.00,0.0,0.0,1450.1,0.0,0.0,0,0,0.000,0,0.03,0.04
DATA_20260319_012703.BIN,1853.81,90.91,0.00,0,0,0,nan,nan,nan,-0.039,0.002,0.00,0.0,0.0,1853.8,0.0,0.0,0,0,0.000,0,0.02,0.05
DATA_20260319_020000.BIN,1808.82,90.91,0.00,0,0,0,nan,nan,nan,0.012,-0.048,0.00,0.0,0.0,1808.8,0.0,0.0,0,0,0.000,0,0.06,0.09
DATA_20260319_023552.BIN,1415.68,90.91,0.00,0,0,0,nan,nan,nan,-0.070,-0.089,0.00,0.0,0.0,1415.7,0.0,0.0,0,0,0.000,0,0.08,0.11
DATA_20260319_030000.BIN,505.99,90.91,0.00,0,0,0,nan,nan,nan,0.020,-0.030,0.00,0.0,0.0,506.0,0.0,0.0,0,0,0.000,0,0.04,0.05
DATA_20260319_030940.BIN,2965.05,90.91,0.00,0,0,0,nan,nan,nan,-0.165,-0.093,0.00,0.0,0.0,2965.1,0.0,0.0,0,0,0.000,0,0.14,0.25
DATA_20260319_040000.BIN,744.46,90.91,0.00,0,0,0,nan,nan,nan,0.003,-0.003,0.00,0.0,0.0,744.5,0.0,0.0,0,0,0.000,0,0.02,0.07
DATA_20260319_041252.BIN,2775.53,90.91,0.00,0,0,0,nan,nan,nan,0.073,0.025,0.00,0.0,0.0,2775.5,0.0,0.0,0,0,0.000,0,0.06,0.08
DATA_20260319_050000.BIN,978.95,90.91,0.00,0,0,0,nan,nan,nan,0.002,-0.016,0.00,0.0,0.0,978.9,0.0,0.0,0,0,0.000,0,0.03,0.04
DATA_20260319_052557.BIN,1113.20,90.91,0.00,0,0,0,nan,nan,nan,-0.021,-0.023,0.00,0.0,0.0,1113.2,0.0,0.0,0,0,0.000,0,0.04,0.06
