source_file,duration_s,sr,active_s,n_cycles,n_validated,n_rejected,valley_med_cm,peak_med_cm,gap_med_cm,hub_x_cm,hub_y_cm,nose_deg,time_lying_s,time_sitting_s,time_standing_s,time_walking_s,distance_walked_m,n_steps_walking,n_walking_bouts,mean_stride_m,n_sts,s1_tilt_med_deg,s1_tilt_p90_deg
DATA_20260322_000000.BIN,362.25,90.91,0.00,0,0,0,nan,nan,nan,-0.019,-0.007,0.00,0.0,0.0,362.3,0.0,0.0,0,0,0.000,0,0.02,0.04
DATA_20260322_000825.BIN,1273.80,90.91,0.00,0,0,0,nan,nan,nan,0.088,-0.004,0.00,0.0,0.0,1273.8,0.0,0.0,0,0,0.000,0,0.05,0.07
DATA_20260322_003551.BIN,388.67,90.91,0.00,0,0,0,nan,nan,nan,-0.060,0.057,0.00,0.0,0.0,388.7,0.0,0.0,0,0,0.000,0,0.06,0.07
DATA_20260322_005057.BIN,522.77,90.91,0.00,0,0,0,nan,nan,nan,-0.028,-0.028,0.00,0.0,0.0,522.8,0.0,0.0,0,0,0.000,0,0.11,0.12
DATA_20260322_010000.BIN,631.12,90.91,0.00,0,0,0,nan,nan,nan,-0.007,-0.010,0.00,0.0,0.0,631.1,0.0,0.0,0,0,0.000,0,0.02,0.03
DATA_20260322_013202.BIN,1417.90,90.91,0.00,0,0,0,nan,nan,nan,0.060,0.073,0.00,0.0,0.0,1417.9,0.0,0.0,0,0,0.000,0,0.06,0.08
DATA_20260322_020034.BIN,216.50,90.91,0.00,0,0,0,nan,nan,nan,-0.061,-0.013,0.00,0.0,0.0,216.5,0.0,0.0,0,0,0.000,0,0.07,0.09
DATA_20260322_020751.BIN,608.22,90.91,0.00,0,0,0,nan,nan,nan,-0.097,0.044,0.00,0.0,0.0,608.2,0.0,0.0,0,0,0.000,0,0.07,0.08
DATA_20260322_021929.BIN,620.40,90.91,0.00,0,0,0,nan,nan,nan,-0.091,0.010,0.00,0.0,0.0,620.4,0.0,0.0,0,0,0.000,0,0.06,0.07
DATA_20260322_023013.BIN,140.67,90.91,0.00,0,0,0,nan,nan,nan,-0.070,-0.001,0.00,0.0,0.0,140.7,0.0,0.0,0,0,0.000,0,0.09,0.11
DATA_20260322_023422.BIN,582.14,90.91,0.00,0,0,0,nan,nan,nan,-0.115,-0.021,0.00,0.0,0.0,582.1,0.0,0.0,0,0,0.000,0,0.06,0.07
DATA_20260322_030223.BIN,1408.00,90.91,0.00,0,0,0,nan,nan,nan,0.054,-0.010,0.00,0.0,0.0,1408.0,0.0,0.0,0,0,0.000,0,0.06,0.09
DATA_20260322_032629.BIN,187.10,90.91,0.00,0,0,0,nan,nan,nan,-0.140,0.086,0.00,0.0,0.0,187.1,0.0,0.0,0,0,0.000,0,0.03,0.04
DATA_20260322_033829.BIN,730.10,90.91,0.00,0,0,0,nan,nan,nan,-0.109,0.058,0.00,0.0,0.0,730.1,0.0,0.0,0,0,0.000,0,0.04,0.07
DATA_20260322_035735.BIN,129.28,90.91,0.00,0,0,0,nan,nan,nan,-0.145,-0.022,0.00,0.0,0.0,129.3,0.0,0.0,0,0,0.000,0,0.03,0.04
DATA_20260322_040000.BIN,179.78,90.91,0.00,0,0,0,nan,nan,nan,0.014,0.000,0.00,0.0,0.0,179.8,0.0,0.0,0,0,0.000,0,0.01,0.02
DATA_20260322_040931.BIN,1326.60,90.91,0.00,0,0,0,nan,nan,nan,-0.165,0.027,0.00,0.0,0.0,1326.6,0.0,0.0,0,0,0.000,0,0.03,0.04
DATA_20260322_043734.BIN,1205.60,90.91,0.00,0,0,0,nan,nan,nan,0.028,-0.084,0.00,0.0,0.0,1205.6,0.0,0.0,0,0,0.000,0,0.13,0.17
DATA_20260322_050205.BIN,1908.41,90.91,0.00,0,0,0,nan,nan,nan,0.082,0.106,0.00,0.0,0.0,1908.4,0.0,0.0,0,0,0.000,0,0.11,0.14
DATA_20260322_053526.BIN,1435.26,90.91,0.00,0,0,0,nan,nan,nan,0.001,0.027,0.00,0.0,0.0,1435.3,0.0,0.0,0,0,0.000,0,0.01,0.03
DATA_20260322_060000.BIN,386.91,90.91,0.00,0,0,0,nan,nan,nan,0.008,-0.008,0.00,0.0,0.0,386.9,0.0,0.0,0,0,0.000,0,0.01,0.04
DATA_20260322_060647.BIN,1866.50,90.91,0.00,0,0,0,nan,nan,nan,-0.150,-0.005,0.00,0.0,0.0,1866.5,0.0,0.0,0,0,0.000,0,0.03,0.05
DATA_20260322_063959.BIN,243.32,90.91,0.00,0,0,0,nan,nan,nan,-0.022,0.064,0.00,0.0,0.0,243.3,0.0,0.0,0,0,0.000,0,0.04,0.05
DATA_20260322_071629.BIN,1885.64,90.91,0.00,0,0,0,nan,nan,nan,-0.094,0.084,0.00,0.0,0.0,1885.6,0.0,0.0,0,0,0.000,0,0.13,0.17
DATA_20260322_075534.BIN,248.25,90.91,0.00,0,0,0,nan,nan,nan,0.038,0.098,0.00,0.0,0.0,248.2,0.0,0.0,0,0,0.000,0,0.05,0.07
DATA_20260322_080000.BIN,1708.65,90.91,0.00,0,0,0,nan,nan,nan,-0.010,0.035,0.00,0.0,0.0,1708.7,0.0,0.0,0,0,0.000,0,0.04,0.08
DATA_20260322_082940.BIN,1787.45,90.91,1085.48,201,201,0,2.316,8.611,6.295,-3.875,7.039,0.00,1250.4,318.2,176.1,42.8,241.0,67,20,1.255,8,69.35,105.83
DATA_20260322_090000.BIN,3555.38,90.91,465.92,81,81,0,1.690,8.263,6.573,-4.973,1.128,-96.98,3161.4,294.6,10.8,88.7,178.3,131,10,1.292,6,102.87,108.29
DATA_20260322_100000.BIN,3547.09,90.91,1528.78,211,211,0,2.516,9.897,7.381,-6.468,1.903,91.58,1803.2,338.9,1356.6,48.3,218.2,79,17,1.276,8,54.23,102.45
DATA_20260322_110000.BIN,3551.18,90.91,2439.32,535,535,0,1.822,7.651,5.829,-1.196,5.707,9.93,1798.4,1224.0,385.3,143.4,729.9,233,62,1.272,21,54.52,102.41
DATA_20260322_120000.BIN,3194.30,90.91,788.46,191,191,0,1.599,6.976,5.377,-2.907,5.100,-173.03,2778.0,241.5,157.3,17.5,88.1,29,9,1.277,4,97.48,110.19
DATA_20260322_130726.BIN,3107.10,90.91,907.15,172,172,0,2.038,9.454,7.416,-8.004,18.626,0.00,2312.5,144.2,597.2,53.2,184.6,89,15,1.273,8,75.77,86.09
DATA_20260322_140000.BIN,3552.27,90.91,986.61,261,261,0,1.531,7.503,5.972,-1.096,0.919,-10.79,2633.2,789.5,71.2,58.3,333.1,107,30,1.243,4,97.13,113.92
DATA_20260322_150000.BIN,3549.92,90.91,358.73,65,65,0,1.409,7.154,5.745,0.487,-3.048,80.85,3332.4,197.2,20.4,0.0,16.9,0,1,1.300,2,112.63,122.28
DATA_20260322_160000.BIN,3548.68,90.91,652.37,77,77,0,2.576,13.028,10.453,-19.097,8.984,91.89,575.5,779.6,2176.8,16.8,109.7,32,15,1.291,8,13.56,92.07
DATA_20260322_170000.BIN,689.43,90.91,288.20,91,91,0,1.971,9.250,7.279,-32.567,29.043,125.51,502.4,132.7,16.1,38.2,206.4,64,15,1.251,3,80.42,132.23
DATA_20260322_200841.BIN,2229.34,90.91,0.00,0,0,0,nan,nan,nan,0.029,-0.003,0.00,0.0,0.0,2229.3,0.0,0.0,0,0,0.000,0,0.05,0.06
DATA_20260322_204649.BIN,765.67,90.91,0.00,0,0,0,nan,nan,nan,-0.075,-0.006,0.00,0.0,0.0,765.7,0.0,0.0,0,0,0.000,0,0.08,0.09
DATA_20260322_210000.BIN,1096.77,90.91,0.00,0,0,0,nan,nan,nan,0.010,-0.024,0.00,0.0,0.0,1096.8,0.0,0.0,0,0,0.000,0,0.01,0.03
DATA_20260322_212235.BIN,1875.03,90.91,0.00,0,0,0,nan,nan,nan,-0.076,-0.079,0.00,0.0,0.0,1875.0,0.0,0.0,0,0,0.000,0,0.09,0.11
DATA_20260322_222807.BIN,1872.04,90.91,0.00,0,0,0,nan,nan,nan,-0.006,-0.088,0.00,0.0,0.0,1872.0,0.0,0.0,0,0,0.000,0,0.07,0.09
DATA_20260322_230234.BIN,1876.55,90.91,0.00,0,0,0,nan,nan,nan,0.018,-0.058,0.00,0.0,0.0,1876.5,0.0,0.0,0,0,0.000,0,0.05,0.06
DATA_20260322_233911.BIN,1213.00,90.91,0.00,0,0,0,nan,nan,nan,0.071,-0.071,0.00,0.0,0.0,1213.0,0.0,0.0,0,0,0.000,0,0.11,0.13
