source_file,duration_s,sr,active_s,n_cycles,n_validated,n_rejected,valley_med_cm,peak_med_cm,gap_med_cm,hub_x_cm,hub_y_cm,nose_deg,time_lying_s,time_sitting_s,time_standing_s,time_walking_s,distance_walked_m,n_steps_walking,n_walking_bouts,mean_stride_m,n_sts,s1_tilt_med_deg,s1_tilt_p90_deg
DATA_20260309_111322.BIN,585.20,90.91,354.75,69,69,0,2.345,9.263,6.919,-0.594,-2.402,-77.34,219.4,280.0,31.2,54.6,186.8,86,9,1.288,5,43.08,87.46
DATA_20260309_112322.BIN,652.30,90.91,272.58,26,26,0,2.504,10.234,7.730,5.250,2.827,-64.72,126.7,343.6,181.2,0.8,7.8,2,1,1.300,2,49.01,78.12
DATA_20260309_114706.BIN,765.60,90.91,430.06,40,40,0,3.088,14.282,11.194,-6.731,2.477,-70.97,290.1,418.3,38.3,18.9,49.1,30,5,1.293,4,56.11,70.23
DATA_20260309_120000.BIN,3562.50,90.91,2945.71,890,890,0,18.684,53.807,35.124,-15.234,26.031,-37.69,394.8,2656.7,460.5,50.5,192.4,85,13,1.282,7,35.51,83.85
DATA_20260309_130000.BIN,3549.85,90.91,1188.24,3,3,0,8.547,42.300,33.752,5.397,2.414,43.12,1598.2,1815.9,131.4,4.4,36.3,8,5,1.296,2,58.11,100.16
DATA_20260309_140000.BIN,3551.30,90.91,1271.25,132,132,0,3.366,15.150,11.784,-0.132,5.311,-69.10,619.2,2421.0,503.2,8.0,35.3,13,5,1.262,8,45.99,70.68
DATA_20260309_150000.BIN,3551.58,90.91,3412.73,1377,1377,0,15.756,56.859,41.104,9.812,34.374,-81.33,1591.0,1798.5,144.7,17.4,35.1,27,3,1.300,2,56.36,118.56
DATA_20260309_160000.BIN,3551.04,90.91,987.78,144,144,0,4.936,17.416,12.480,-1.623,-15.553,125.68,2598.3,771.8,165.1,15.8,80.1,25,9,1.272,4,107.52,146.39
DATA_20260309_170000.BIN,3550.91,90.91,200.24,28,28,0,5.089,18.419,13.330,8.995,1.327,-136.39,3015.2,234.3,301.3,0.0,0.0,0,0,0.000,1,98.31,105.39
DATA_20260309_180000.BIN,1155.79,90.91,30.73,24,24,0,2.885,8.512,5.627,1.480,-1.160,-144.31,25.0,0.0,1130.7,0.0,0.0,0,0,0.000,0,3.35,10.16
