source_file,duration_s,sr,active_s,n_cycles,n_validated,n_rejected,valley_med_cm,peak_med_cm,gap_med_cm,hub_x_cm,hub_y_cm,nose_deg,time_lying_s,time_sitting_s,time_standing_s,time_walking_s,distance_walked_m,n_steps_walking,n_walking_bouts,mean_stride_m,n_sts,s1_tilt_med_deg,s1_tilt_p90_deg
DATA_20260324_000000.BIN,971.45,90.91,0.00,0,0,0,nan,nan,nan,-0.012,0.002,0.00,0.0,0.0,971.5,0.0,0.0,0,0,0.000,0,0.01,0.02
DATA_20260324_002037.BIN,1871.33,90.91,0.00,0,0,0,nan,nan,nan,0.015,-0.023,0.00,0.0,0.0,1871.3,0.0,0.0,0,0,0.000,0,0.06,0.08
DATA_20260324_005321.BIN,376.10,90.91,0.00,0,0,0,nan,nan,nan,-0.115,0.038,0.00,0.0,0.0,376.1,0.0,0.0,0,0,0.000,0,0.05,0.06
DATA_20260324_010000.BIN,1449.53,90.91,0.00,0,0,0,nan,nan,nan,-0.009,0.026,0.00,0.0,0.0,1449.5,0.0,0.0,0,0,0.000,0,0.01,0.02
DATA_20260324_013104.BIN,1693.37,90.91,0.00,0,0,0,nan,nan,nan,-0.098,-0.090,0.00,0.0,0.0,1693.4,0.0,0.0,0,0,0.000,0,0.12,0.14
DATA_20260324_020000.BIN,147.98,90.91,0.00,0,0,0,nan,nan,nan,0.018,-0.000,0.00,0.0,0.0,148.0,0.0,0.0,0,0,0.000,0,0.01,0.02
DATA_20260324_020245.BIN,1872.22,90.91,0.00,0,0,0,nan,nan,nan,0.000,0.003,0.00,0.0,0.0,1872.2,0.0,0.0,0,0,0.000,0,0.06,0.07
DATA_20260324_024149.BIN,1056.85,90.91,0.00,0,0,0,nan,nan,nan,-0.006,0.034,0.00,0.0,0.0,1056.8,0.0,0.0,0,0,0.000,0,0.10,0.10
DATA_20260324_030000.BIN,859.85,90.91,0.00,0,0,0,nan,nan,nan,0.029,-0.005,0.00,0.0,0.0,859.8,0.0,0.0,0,0,0.000,0,0.03,0.04
DATA_20260324_031522.BIN,1830.04,90.91,0.00,0,0,0,nan,nan,nan,0.020,0.047,0.00,0.0,0.0,1830.0,0.0,0.0,0,0,0.000,0,0.04,0.05
DATA_20260324_034645.BIN,771.02,90.91,0.00,0,0,0,nan,nan,nan,0.037,-0.078,0.00,0.0,0.0,771.0,0.0,0.0,0,0,0.000,0,0.04,0.05
DATA_20260324_040000.BIN,1096.33,90.91,0.00,0,0,0,nan,nan,nan,0.006,0.007,0.00,0.0,0.0,1096.3,0.0,0.0,0,0,0.000,0,0.01,0.02
