source_file,duration_s,sr,active_s,n_cycles,n_validated,n_rejected,valley_med_cm,peak_med_cm,gap_med_cm,hub_x_cm,hub_y_cm,nose_deg,time_lying_s,time_sitting_s,time_standing_s,time_walking_s,distance_walked_m,n_steps_walking,n_walking_bouts,mean_stride_m,n_sts,s1_tilt_med_deg,s1_tilt_p90_deg
DATA_20260321_194422.BIN,911.80,90.91,0.00,0,0,0,nan,nan,nan,-0.129,0.014,0.00,0.0,0.0,911.8,0.0,0.0,0,0,0.000,0,0.06,0.08
DATA_20260321_200000.BIN,371.90,90.91,0.00,0,0,0,nan,nan,nan,-0.011,-0.008,0.00,0.0,0.0,371.9,0.0,0.0,0,0,0.000,0,0.02,0.03
DATA_20260321_200907.BIN,1233.10,90.91,0.00,0,0,0,nan,nan,nan,0.008,0.056,0.00,0.0,0.0,1233.1,0.0,0.0,0,0,0.000,0,0.09,0.10
DATA_20260321_204244.BIN,1007.42,90.91,0.00,0,0,0,nan,nan,nan,-0.074,-0.021,0.00,0.0,0.0,1007.4,0.0,0.0,0,0,0.000,0,0.03,0.06
DATA_20260321_210000.BIN,362.08,90.91,0.00,0,0,0,nan,nan,nan,-0.005,-0.000,0.00,0.0,0.0,362.1,0.0,0.0,0,0,0.000,0,0.01,0.02
DATA_20260321_211316.BIN,214.90,90.91,0.00,0,0,0,nan,nan,nan,0.061,0.005,0.00,0.0,0.0,214.9,0.0,0.0,0,0,0.000,0,0.03,0.05
DATA_20260321_212218.BIN,400.39,90.91,0.00,0,0,0,nan,nan,nan,0.023,0.029,0.00,0.0,0.0,400.4,0.0,0.0,0,0,0.000,0,0.02,0.03
DATA_20260321_213013.BIN,1401.40,90.91,0.00,0,0,0,nan,nan,nan,-0.042,-0.005,0.00,0.0,0.0,1401.4,0.0,0.0,0,0,0.000,0,0.04,0.10
DATA_20260321_220000.BIN,869.95,90.91,0.00,0,0,0,nan,nan,nan,-0.010,-0.025,0.00,0.0,0.0,869.9,0.0,0.0,0,0,0.000,0,0.03,0.04
DATA_20260321_221700.BIN,205.70,90.91,0.00,0,0,0,nan,nan,nan,0.022,0.054,0.00,0.0,0.0,205.7,0.0,0.0,0,0,0.000,0,0.06,0.07
DATA_20260321_222312.BIN,1346.40,90.91,0.00,0,0,0,nan,nan,nan,0.040,-0.007,0.00,0.0,0.0,1346.4,0.0,0.0,0,0,0.000,0,0.05,0.10
DATA_20260321_224729.BIN,164.47,90.91,0.00,0,0,0,nan,nan,nan,-0.140,-0.014,0.00,0.0,0.0,164.5,0.0,0.0,0,0,0.000,0,0.07,0.08
DATA_20260321_225321.BIN,381.50,90.91,0.00,0,0,0,nan,nan,nan,0.008,0.018,0.00,0.0,0.0,381.5,0.0,0.0,0,0,0.000,0,0.06,0.07
DATA_20260321_230000.BIN,952.80,90.91,0.00,0,0,0,nan,nan,nan,-0.013,0.069,0.00,0.0,0.0,952.8,0.0,0.0,0,0,0.000,0,0.07,0.08
DATA_20260321_231744.BIN,1314.50,90.91,0.00,0,0,0,nan,nan,nan,-0.180,0.011,0.00,0.0,0.0,1314.5,0.0,0.0,0,0,0.000,0,0.11,0.14
DATA_20260321_234349.BIN,944.55,90.91,0.00,0,0,0,nan,nan,nan,-0.227,0.111,0.00,0.0,0.0,944.5,0.0,0.0,0,0,0.000,0,0.13,0.15
