source_file,duration_s,sr,active_s,n_cycles,n_validated,n_rejected,valley_med_cm,peak_med_cm,gap_med_cm,hub_x_cm,hub_y_cm,nose_deg,time_lying_s,time_sitting_s,time_standing_s,time_walking_s,distance_walked_m,n_steps_walking,n_walking_bouts,mean_stride_m,n_sts,s1_tilt_med_deg,s1_tilt_p90_deg
DATA_20260318_000000.BIN,2289.50,90.91,0.00,0,0,0,nan,nan,nan,0.008,0.012,0.00,0.0,0.0,2289.5,0.0,0.0,0,0,0.000,0,0.03,0.08
DATA_20260318_004940.BIN,600.37,90.91,0.00,0,0,0,nan,nan,nan,-0.033,-0.043,0.00,0.0,0.0,600.4,0.0,0.0,0,0,0.000,0,0.03,0.05
DATA_20260318_010000.BIN,1228.60,90.91,0.00,0,0,0,nan,nan,nan,0.011,-0.027,0.00,0.0,0.0,1228.6,0.0,0.0,0,0,0.000,0,0.03,0.07
DATA_20260318_012128.BIN,2266.49,90.91,0.00,0,0,0,nan,nan,nan,-0.024,0.009,0.00,0.0,0.0,2266.5,0.0,0.0,0,0,0.000,0,0.10,0.12
DATA_20260318_020000.BIN,1462.51,90.91,0.00,0,0,0,nan,nan,nan,-0.005,-0.061,0.00,0.0,0.0,1462.5,0.0,0.0,0,0,0.000,0,0.06,0.08
DATA_20260318_022639.BIN,1888.70,90.91,0.00,0,0,0,nan,nan,nan,-0.059,-0.080,0.00,0.0,0.0,1888.7,0.0,0.0,0,0,0.000,0,0.06,0.08
DATA_20260318_030000.BIN,1820.75,90.91,0.00,0,0,0,nan,nan,nan,-0.006,-0.043,0.00,0.0,0.0,1820.8,0.0,0.0,0,0,0.000,0,0.03,0.05
DATA_20260318_033759.BIN,1293.30,90.91,0.00,0,0,0,nan,nan,nan,-0.032,-0.002,0.00,0.0,0.0,1293.3,0.0,0.0,0,0,0.000,0,0.05,0.08
DATA_20260318_040000.BIN,2534.70,90.91,0.00,0,0,0,nan,nan,nan,0.031,0.121,0.00,0.0,0.0,2534.7,0.0,0.0,0,0,0.000,0,0.12,0.15
DATA_20260318_044611.BIN,807.83,90.91,0.00,0,0,0,nan,nan,nan,-0.048,-0.006,0.00,0.0,0.0,807.8,0.0,0.0,0,0,0.000,0,0.08,0.11
