source_file,duration_s,sr,active_s,n_cycles,n_validated,n_rejected,valley_med_cm,peak_med_cm,gap_med_cm,hub_x_cm,hub_y_cm,nose_deg,time_lying_s,time_sitting_s,time_standing_s,time_walking_s,distance_walked_m,n_steps_walking,n_walking_bouts,mean_stride_m,n_sts,s1_tilt_med_deg,s1_tilt_p90_deg
DATA_20260313_060000.BIN,3569.01,90.91,1761.96,196,196,0,2.793,7.909,5.116,-11.737,6.558,-87.61,1413.1,582.8,1502.9,70.2,407.4,114,33,1.254,15,29.79,95.64
DATA_20260313_070000.BIN,3553.39,90.91,1179.82,9,9,0,11.710,30.553,18.843,22.262,-4.631,113.51,2565.2,778.3,146.9,63.0,260.6,102,26,1.284,11,74.42,169.80
DATA_20260313_080000.BIN,3556.63,90.91,1709.69,153,153,0,2.469,7.111,4.643,-12.806,-4.458,-34.63,2939.3,6.3,611.1,0.0,113.7,0,14,1.292,0,80.06,150.85
DATA_20260313_090000.BIN,3554.99,90.91,666.82,5,5,0,5.485,19.626,14.141,-33.195,-6.205,-50.10,3380.0,96.5,70.9,7.6,22.1,12,3,1.300,3,107.07,111.94
DATA_20260313_100000.BIN,3555.49,90.91,657.03,103,103,0,2.309,10.517,8.208,-5.051,7.906,77.23,405.3,371.7,2775.0,3.5,22.0,7,3,1.294,2,16.01,63.89
DATA_20260313_110000.BIN,3555.49,90.91,1046.45,152,152,0,2.852,13.813,10.961,11.675,8.325,73.40,3058.6,347.4,140.3,9.3,50.7,15,6,1.300,2,75.37,113.66
DATA_20260313_120000.BIN,3555.37,90.91,1219.72,242,242,0,2.023,9.372,7.350,-14.313,6.244,63.37,583.0,557.1,2356.0,59.2,278.5,101,27,1.266,15,10.72,75.20
DATA_20260313_130000.BIN,3557.39,90.91,1735.18,336,336,0,2.290,8.808,6.518,-2.812,-7.109,-121.92,2876.7,332.5,293.5,54.6,304.9,83,26,1.276,11,95.04,105.70
DATA_20260313_140000.BIN,2731.87,90.91,428.14,32,32,0,3.559,14.496,10.936,4.590,-8.566,-142.00,2414.9,254.7,59.4,2.9,14.3,6,2,1.300,2,71.52,103.08
DATA_20260313_230000.BIN,622.27,90.91,0.00,0,0,0,nan,nan,nan,0.003,0.010,0.00,0.0,0.0,622.3,0.0,0.0,0,0,0.000,0,0.01,0.02
