source_file,duration_s,sr,active_s,n_cycles,n_validated,n_rejected,valley_med_cm,peak_med_cm,gap_med_cm,hub_x_cm,hub_y_cm,nose_deg,time_lying_s,time_sitting_s,time_standing_s,time_walking_s,distance_walked_m,n_steps_walking,n_walking_bouts,mean_stride_m,n_sts,s1_tilt_med_deg,s1_tilt_p90_deg
DATA_20260428_083001.BIN,1783.07,90.91,1333.60,170,170,0,1.759,4.857,3.098,0.701,-1.030,-92.95,1403.9,310.1,32.5,36.6,197.9,56,19,1.294,0,90.53,135.79
DATA_20260428_090000.BIN,231.03,90.91,128.77,34,34,0,1.003,4.312,3.309,3.079,1.498,-94.99,93.4,29.3,108.3,0.0,13.0,0,1,1.300,0,22.50,119.23
DATA_20260428_123307.BIN,1603.59,90.91,1366.02,212,212,0,1.667,4.602,2.935,3.272,3.245,-94.38,972.0,275.9,300.0,55.7,187.3,63,22,1.283,7,65.88,131.79
DATA_20260428_130000.BIN,14.51,90.91,13.88,2,2,0,0.815,3.343,2.528,0.785,-3.310,80.81,7.8,0.0,2.5,4.2,7.8,6,1,1.293,0,69.73,139.32
DATA_20260428_154449.BIN,17.60,90.91,7.94,3,3,0,0.214,3.647,3.432,-0.414,-1.678,-119.76,0.0,9.3,8.3,0.0,0.0,0,0,0.000,1,26.71,37.20
DATA_20260428_154812.BIN,702.58,90.91,605.15,92,92,0,0.678,3.022,2.344,2.314,4.425,-94.35,589.6,36.1,53.6,23.3,119.1,30,11,1.294,0,111.90,135.24
DATA_20260428_160000.BIN,753.82,90.91,350.79,63,63,0,1.012,3.330,2.318,0.529,1.859,84.70,651.0,67.3,35.6,0.0,13.0,0,2,1.300,2,101.90,122.78
DATA_20260428_173042.BIN,1747.78,90.91,1381.93,193,193,0,1.220,3.541,2.321,-2.131,1.574,86.11,1154.6,470.3,71.2,51.7,177.2,67,19,1.294,1,78.71,144.39
DATA_20260428_180000.BIN,814.12,90.91,556.69,64,64,0,1.427,4.893,3.466,-0.452,-2.691,84.65,682.5,50.9,80.8,0.0,18.4,0,3,1.226,0,119.26,138.26
DATA_20260428_203721.BIN,1305.70,90.91,1110.19,226,226,0,0.993,3.378,2.385,-1.453,5.389,-91.72,1100.0,101.4,73.7,30.6,266.3,37,29,1.274,0,100.48,131.38
DATA_20260428_210018.BIN,7.08,90.91,6.95,1,1,0,1.156,26.567,25.411,-1.123,-0.280,-72.62,0.0,0.4,6.7,0.0,0.0,0,0,0.000,0,27.13,67.16
